price,num_bed,num_bath,size_house,size_lot,num_floors,is_waterfront,condition,size_basement,year_built,renovation_date,zip,latitude,longitude,avg_size_neighbor_houses,avg_size_neighbor_lot
190000,3,1.0,1260,10900,1.0,0,4,0,1943,0,98056,47.4909513,-122.18751979999999,1090,8137
510000,3,2.0,1410,11995,1.0,0,4,0,1965,0,98006,47.57179155,-122.12713000000001,2690,12650
254600,3,2.0,1470,20000,1.0,0,4,0,1968,0,98002,47.29732646,-122.08016129999999,1390,30056
700000,3,2.5,2410,9916,2.0,0,4,0,1989,0,98052,47.69112514,-122.1033888,2310,8212
344900,4,2.5,2150,7670,1.0,0,5,910,1976,0,98031,47.39415713,-122.189103,1610,7350
425000,2,1.0,620,4455,1.0,0,3,0,1927,0,98117,47.68768741,-122.39488670000001,1180,5000
272000,4,2.5,2789,3960,2.0,0,3,0,2007,0,98001,47.30590877,-122.2802987,2547,3960
325000,2,1.0,810,4080,1.0,0,4,0,1941,0,98126,47.53366501,-122.37949520000001,1400,4080
305000,3,2.25,1740,6650,1.0,0,3,500,1978,0,98023,47.29794979,-122.3790929,1740,7000
410000,3,1.75,1440,7112,1.0,0,3,260,1979,0,98034,47.73044755,-122.22712390000001,1570,9152
525000,2,1.75,1530,3503,1.0,0,4,700,1916,0,98119,47.63680267,-122.371321,1280,1531
268000,3,2.5,1650,6684,2.0,0,3,0,1991,0,98031,47.4051326,-122.184096,1850,7048
515055,4,2.5,2400,8320,2.0,0,3,0,1999,0,98045,47.48082677,-121.78119199999999,2430,9258
413000,5,2.5,2900,8711,1.0,0,3,1250,1977,0,98011,47.77520603,-122.19651529999999,2340,8869
561000,3,2.0,2000,7000,2.0,0,3,0,1916,1986,98136,47.54515491,-122.39301680000001,1840,7000
317500,6,1.75,2540,8400,1.0,0,3,1200,1977,0,98058,47.44136634,-122.12936119999999,1900,7695
310000,5,2.0,2730,7344,1.0,0,5,1220,1962,0,98058,47.46024348,-122.17128729999999,1730,7700
689000,4,2.5,2020,9600,2.0,0,4,0,1954,0,98136,47.54341736,-122.3949308,2250,8550
252000,3,1.0,1300,8184,2.0,0,3,0,1947,0,98155,47.74689451,-122.318781,1120,8184
715000,4,3.5,3260,110579,2.0,0,3,0,1997,0,98053,47.64358697,-121.9974544,3470,97895
891500,3,2.5,3090,20785,2.0,0,4,0,1991,0,98075,47.56016438,-122.03037690000001,3400,7566
450000,3,2.0,1150,4500,1.5,0,3,0,1917,1991,98103,47.69850445,-122.3475227,1230,5400
318000,5,2.5,2820,9956,1.0,0,4,1410,1967,0,98168,47.47148937,-122.32968410000001,2700,9956
336000,3,2.0,1060,11765,1.0,0,4,0,1951,0,98125,47.73330801,-122.3017285,1500,9151
388500,3,2.25,1350,944,2.0,0,3,300,2007,0,98144,47.5996908,-122.3118669,1350,1245
619000,3,2.5,2560,43608,2.0,0,3,0,2002,0,98077,47.76141908,-122.0263523,3000,54088
300000,5,2.5,2093,10350,1.5,0,5,0,1963,0,98058,47.44947748,-122.16966809999998,1520,10350
680000,3,1.75,2330,9652,1.0,0,4,740,1968,0,98040,47.57141573,-122.2113571,2420,9631
1400000,4,2.25,3780,5160,2.0,0,4,1270,1907,0,98112,47.62747583,-122.30831529999999,2740,5160
193000,2,1.75,1280,6774,1.0,0,3,0,1991,0,98002,47.29249607,-122.2194,1450,7810
470000,2,1.0,1220,4000,1.5,0,4,0,1908,0,98103,47.68009701,-122.353982,1580,4000
279000,2,1.0,670,6300,1.0,0,5,0,1942,0,98126,47.5161279,-122.37421200000001,760,6300
249500,4,1.5,2120,8554,1.0,0,4,950,1977,0,98002,47.293276399999996,-122.1945973,1790,8554
490000,3,1.0,1420,11040,1.0,0,4,0,1961,0,98007,47.59689008,-122.13966740000001,1530,8208
950000,4,3.5,4140,13392,2.0,0,3,0,2000,0,98059,47.52613049,-122.14432790000001,4140,11529
485000,4,2.0,1400,3600,1.0,0,3,300,1900,0,98119,47.63846783,-122.3699381,1630,2048
580000,3,1.75,1850,5100,1.0,0,3,830,1909,0,98105,47.66050515,-122.32585970000001,1850,5100
600000,4,2.25,3070,8400,2.0,0,4,0,1970,0,98034,47.73160913,-122.1693324,1880,8000
463000,3,2.5,2190,17108,2.0,0,3,0,1991,0,98019,47.73209748,-121.96415230000001,2400,14040
435000,4,2.0,1880,3840,1.0,0,3,910,1904,0,98144,47.59292564,-122.30284669999999,1670,1820
380000,3,2.0,1660,8281,1.0,0,3,0,1949,0,98136,47.5568214,-122.38188419999999,1660,7559
160000,2,1.0,1040,13100,1.0,0,5,0,1912,0,98032,47.38768545,-122.23378090000001,910,5080
260000,3,2.5,1490,8102,2.0,0,4,0,1990,0,98042,47.37120837,-122.09181550000001,1640,7943
387500,4,1.75,2400,9900,1.0,0,3,1150,1957,0,98166,47.463094700000006,-122.3617393,1960,9900
440000,4,2.5,2560,10400,1.0,0,4,1280,1965,0,98027,47.52250274,-122.0399486,1740,11050
910000,5,3.0,2640,5096,2.0,0,3,0,2009,0,98115,47.68093247,-122.287899,1610,5217
230000,2,1.0,1280,4635,1.0,0,3,440,1917,0,98118,47.55323461,-122.28034740000001,1660,6180
255000,3,1.0,1230,10170,1.0,0,3,0,1979,0,98045,47.44373189,-121.7717828,1380,10098
239900,4,1.75,1570,18730,1.0,0,3,370,1960,0,98198,47.399857,-122.30089199999999,1920,18295
537000,3,2.0,1550,27003,1.5,0,3,0,1982,0,98074,47.60600781,-122.056499,2400,27003
930000,2,2.5,2680,11214,1.0,0,3,0,2006,0,98053,47.70784329999999,-122.0193697,2305,6908
325000,3,1.0,1410,8250,1.0,0,3,0,1954,0,98177,47.76214909,-122.3598902,1580,8250
178500,3,1.0,900,10511,1.0,0,4,0,1961,0,98001,47.28825076,-122.2719255,1460,10643
560000,3,2.0,1840,14985,1.0,0,3,0,1968,0,98033,47.69161841,-122.1577618,2300,16067
545000,2,1.75,1660,5581,1.0,0,3,0,2005,0,98053,47.71295427,-122.0330487,1670,4871
337000,4,2.5,2470,5100,2.0,0,3,0,2005,0,98038,47.36224094,-122.04118600000001,2240,5123
294000,5,2.75,1790,5000,1.5,0,4,730,1915,0,98106,47.56548667,-122.36302920000001,1400,5000
507000,4,2.25,1490,956,2.0,0,3,470,2005,0,98122,47.61842925,-122.30095390000001,1510,1350
215000,3,1.0,970,7275,1.0,0,4,0,1970,0,98031,47.40062209,-122.1884773,1750,7200
850000,2,1.5,2210,5000,1.0,0,3,680,1951,0,98122,47.61220693,-122.2878735,2700,5000
665000,3,1.75,1800,8000,1.0,0,3,0,1972,0,98008,47.63571216,-122.11910390000001,1950,8500
219950,3,1.0,1210,8000,1.0,0,3,0,1954,0,98198,47.42105466,-122.3142121,1430,8000
355000,3,2.25,1960,7000,1.0,0,3,360,1980,0,98058,47.44273166,-122.12555379999999,1980,7140
358000,3,3.25,1410,1442,3.0,0,3,50,2006,0,98125,47.71826643,-122.31723899999999,1500,1200
282000,4,1.0,1200,11111,1.5,0,3,0,1949,0,98155,47.752923700000004,-122.30599579999999,1350,9113
479000,3,2.25,2110,11319,2.0,0,4,0,1978,0,98072,47.74202904,-122.10470169999999,1860,11319
294900,3,2.25,1500,8100,1.0,0,3,290,1968,0,98055,47.46315205,-122.190172,1600,7896
295000,3,1.75,1060,8100,2.0,0,4,0,1983,0,98038,47.36169223,-122.0467854,1410,8100
495000,4,1.75,2570,12039,1.0,0,3,660,1978,0,98074,47.62596477,-122.04760309999999,2200,12384
269000,2,1.0,770,8612,1.0,0,3,0,1953,0,98155,47.75471702,-122.32345459999999,1290,8407
1085500,4,2.75,3010,10830,2.0,0,4,0,1980,0,98034,47.70050729,-122.232355,3010,10650
1488000,5,6.0,6880,279968,2.0,0,3,2810,2007,0,98045,47.46242389,-121.7794918,4690,256803
485000,3,1.0,1020,9835,1.0,0,5,0,1955,0,98006,47.57283023,-122.1788156,1210,9622
210000,3,1.0,1080,21043,1.0,0,3,0,1942,0,98106,47.55145012,-122.3574216,1380,7620
333000,3,1.0,1620,5040,1.0,0,3,500,1964,0,98118,47.52628248,-122.28568519999999,1790,6178
454950,4,2.5,2413,5701,2.0,0,3,0,2014,0,98042,47.37308226,-122.1592592,2380,5725
632000,5,2.5,2260,10087,1.0,0,3,740,1967,0,98008,47.59817414,-122.1277486,2500,9440
134000,2,1.5,980,5000,2.0,0,3,0,1922,2003,98014,47.70760235,-121.3590703,1040,5000
453000,3,2.5,1510,1618,2.5,0,3,180,2011,0,98199,47.65153337,-122.3838861,1350,1397
370000,4,2.5,2720,8666,2.0,0,3,0,1992,0,98030,47.38457816,-122.16896740000001,2410,8100
900000,4,3.0,3810,217800,2.0,0,3,0,2003,0,98077,47.76957861,-122.0214314,2580,217364
465000,3,2.5,1450,5175,1.0,0,3,420,1995,0,98133,47.70818767,-122.3379183,1740,9250
825000,4,2.5,3210,18901,2.0,0,3,0,1993,0,98077,47.70902593,-122.0734943,3330,18901
662500,6,2.25,2450,25600,1.0,0,3,1110,1957,0,98008,47.60610424,-122.11708370000001,1850,10230
492000,3,1.75,2770,39927,1.0,0,4,1190,1978,0,98027,47.46686112,-122.0029664,2420,36384
147500,3,1.5,1230,10125,1.0,0,3,0,1960,0,98198,47.39702827,-122.29946100000001,1970,10125
390000,3,2.5,2500,21780,1.0,0,3,730,1986,0,98092,47.32823944,-122.1978158,2670,23400
285000,3,1.75,1930,7200,1.5,0,3,0,1929,0,98065,47.52633308,-121.80949240000001,1350,9000
270000,3,1.5,1300,7907,1.0,0,3,400,1970,0,98030,47.37372272,-122.2242784,1630,7600
575000,3,3.5,2514,1559,2.0,0,3,490,2007,0,98034,47.70439935,-122.2094928,2090,10454
291000,3,2.25,1480,7200,1.0,0,3,290,1975,0,98023,47.30368851,-122.37502350000001,1830,7200
209950,3,1.75,1570,15570,1.0,0,3,0,1981,0,98023,47.32065829,-122.3622997,2000,28200
435000,2,0.75,750,16321,1.0,0,3,0,1936,0,98034,47.69852465,-122.22876969999999,3020,10625
567000,3,2.25,1800,6875,1.0,0,4,570,1974,0,98052,47.67733301,-122.1097828,1800,8749
535000,2,2.5,2730,7246,2.0,0,3,0,1998,0,98056,47.51196176,-122.1746007,3220,7214
625000,3,2.5,3220,6409,2.0,0,3,0,2008,0,98059,47.48154648,-122.12736940000002,3330,6231
295000,3,1.75,1770,8235,1.0,0,3,740,1960,0,98148,47.43233591,-122.3277149,1560,8918
587100,3,2.25,1670,6414,1.0,0,4,0,1961,0,98117,47.6920657,-122.38632759999999,2130,7035
450000,3,1.0,1160,36831,1.0,0,3,0,1938,0,98028,47.75074113,-122.23698329999999,1800,15640
350000,3,2.75,2370,4632,2.0,0,3,0,2002,0,98038,47.37942825,-122.02186880000001,2290,5012
215000,3,1.75,1770,29004,1.0,0,3,0,1959,0,98023,47.32039661,-122.3635527,2300,24534
550000,3,1.0,1600,5000,1.5,0,3,490,1947,0,98107,47.65504791,-122.3576091,1380,5000
280000,4,2.25,1990,7350,1.0,0,4,810,1978,0,98003,47.32582748,-122.3277017,2030,7210
960000,3,1.75,2460,4800,1.0,0,4,1230,1938,0,98112,47.63430811,-122.2816727,2860,4800
449950,3,2.25,1610,5159,2.0,0,3,0,1985,0,98029,47.56751656,-122.01881709999999,1610,5210
785000,4,3.5,3310,4850,2.0,0,3,0,2010,0,98053,47.695420899999995,-122.02247220000001,3320,5955
537500,4,2.5,2550,4630,2.0,0,3,0,2005,0,98075,47.59280559,-122.00423219999999,2550,5151
880000,4,2.5,3030,3841,3.0,0,3,0,2005,0,98117,47.67810099,-122.3690514,1080,4922
439000,3,2.25,1430,2343,2.0,0,3,0,2012,0,98108,47.56478015,-122.29421049999999,1270,1916
247000,3,2.25,1580,7941,2.0,0,4,0,1986,0,98023,47.28432597,-122.3572841,1730,8051
392000,4,3.75,2220,3797,1.5,0,4,890,1917,0,98108,47.55735172,-122.3154245,1490,4340
873000,3,2.25,2720,54450,2.0,0,3,0,1997,0,98027,47.54731632,-122.09223929999999,3170,60548
310000,4,3.0,2320,7200,2.0,0,3,0,1976,0,98155,47.7703309,-122.31159620000001,2050,10000
140000,1,1.0,730,6890,1.0,0,4,0,1926,0,98055,47.46698026,-122.2150068,1790,7969
2408000,5,2.5,4600,23250,1.5,0,3,1000,1918,2003,98004,47.62300415,-122.2183865,5500,20066
430000,2,2.5,2420,60984,2.0,0,3,0,2007,0,98027,47.52621599,-121.9427395,1940,193842
545000,3,2.5,2760,17377,2.0,0,3,0,2002,0,98056,47.49285325,-122.18806940000002,1940,8504
1003000,4,2.5,2230,3600,2.0,0,5,600,1906,0,98112,47.63038998,-122.3088988,2410,4800
449500,4,3.0,2580,7299,2.0,0,3,0,1998,0,98058,47.46459357,-122.1497377,2250,6165
907500,3,2.25,2850,6281,2.0,0,4,950,1947,0,98115,47.69106471,-122.3260324,1680,7006
237500,3,2.0,1350,8960,1.0,0,4,0,1986,0,98038,47.36138969,-122.0451456,1470,8288
477000,3,2.25,1260,3000,2.0,0,3,0,2003,0,98029,47.545881200000004,-121.997101,1630,3023
1680000,4,3.75,4490,34982,2.0,0,3,0,1998,0,98005,47.64058356,-122.15625849999999,4470,37525
829900,4,3.5,3840,4000,2.0,0,3,1200,2001,0,98105,47.66419261,-122.2909373,1620,4000
554500,3,2.25,1880,6565,1.0,0,4,460,1972,0,98008,47.63956607,-122.1132831,2060,7280
739999,4,2.75,3350,6500,2.0,0,3,0,1999,0,98075,47.58384501,-122.026751,2960,6970
549900,5,3.0,3610,7555,2.0,0,3,0,2003,0,98038,47.35342359,-122.0120477,3610,7979
358000,3,1.0,1150,4681,1.0,0,3,0,1955,0,98133,47.72844879,-122.33634540000001,1150,6800
839000,4,2.75,2400,12469,1.0,0,4,640,1958,0,98008,47.58612443,-122.11220279999999,2400,10400
290000,2,1.5,770,850,2.0,0,3,0,2006,0,98116,47.564367299999994,-122.3877496,1350,915
545000,3,2.5,2660,20369,2.0,0,3,0,1992,0,98027,47.52338626,-122.0554709,2720,12927
699000,4,2.5,2550,7312,2.0,0,3,0,1988,0,98008,47.64409083,-122.11332900000001,2330,7480
551870,3,2.5,2507,18400,2.0,0,3,0,2006,0,98001,47.28665501,-122.2701541,1520,14709
432000,2,1.0,960,3235,1.0,0,4,0,1916,0,98103,47.6610091,-122.3440801,1290,2069
340000,2,2.0,1250,1178,2.0,0,3,270,1996,0,98136,47.54258734,-122.38695290000001,1270,1242
1775000,3,2.25,4320,19225,1.0,0,4,2160,1972,0,98004,47.63675074,-122.2158155,3430,18469
400000,4,2.25,2420,7927,1.0,0,4,1020,1973,0,98133,47.75829719,-122.34273459999999,2120,7693
660000,3,2.25,2675,40910,2.0,0,3,0,1984,0,98075,47.59158396,-122.05514440000002,2300,39438
507000,4,2.0,1360,2746,1.5,0,3,0,1945,2011,98107,47.67364209,-122.3899021,1960,2746
359000,4,2.5,2575,4725,2.0,0,3,0,2011,0,98001,47.30576415,-122.2768162,2575,5323
425000,4,2.5,1930,14196,1.0,0,4,600,1977,0,98072,47.7406846,-122.0974902,1470,12852
303500,4,2.5,1920,7345,2.0,0,3,0,1992,0,98038,47.35259846,-122.0546086,1860,7364
350000,3,1.75,1820,9545,1.0,0,3,590,1976,0,98155,47.77720903,-122.29613379999999,1790,9530
685000,3,2.75,3150,219978,2.0,0,4,150,1990,0,98024,47.55303783,-121.9458175,3180,218235
269950,4,2.5,2540,8400,2.0,0,5,0,1977,0,98032,47.37544578,-122.27743059999999,1600,8050
375000,3,1.5,1290,1213,3.0,0,3,0,2007,0,98103,47.69645209,-122.34038419999999,1360,1227
463000,3,1.75,1710,7320,1.0,0,3,0,1948,0,98155,47.75123537,-122.2805414,2260,8839
334000,2,1.0,900,1818,2.0,0,4,0,1945,0,98199,47.64854621,-122.39661090000001,1570,1830
147000,3,1.0,1070,14000,1.0,0,3,0,1960,0,98178,47.49708095,-122.2790481,920,12500
190000,3,1.0,1640,8100,1.0,0,3,600,1939,0,98146,47.48201628,-122.3402188,1600,8100
390000,3,3.0,1550,1608,2.0,0,3,270,2001,0,98122,47.60419776,-122.302929,1940,1883
631000,4,2.0,1930,3240,1.5,0,4,0,1911,0,98122,47.6155976,-122.29912320000001,1480,3600
520000,3,2.25,1850,10855,1.0,0,3,480,1985,0,98029,47.56955114,-122.02034209999998,1850,8209
379000,3,3.25,2660,17852,2.5,0,3,0,2014,0,98010,47.30773641,-122.01082190000001,1320,11876
1065000,4,2.25,3240,12930,2.0,0,4,510,1968,0,98040,47.53730836,-122.2204057,2610,12884
305000,3,2.5,1714,3240,2.0,0,3,0,2005,0,98055,47.42881596,-122.1896847,1714,3240
390000,3,1.0,1190,85226,1.5,0,5,0,1935,0,98070,47.36499561,-122.4616574,1360,46960
649950,4,2.5,2350,63162,2.0,0,4,0,1994,0,98077,47.75449359,-122.04681210000001,2370,63162
600000,2,1.75,1180,5000,1.0,0,2,300,1925,0,98107,47.67486134,-122.3980384,1470,5000
314950,3,2.25,1654,8479,2.0,0,3,0,1995,0,98038,47.36271129,-122.03717209999999,1654,8479
270000,3,2.25,1750,8400,1.0,0,3,400,1965,0,98188,47.457097600000004,-122.27231129999998,2020,9110
699850,4,3.5,2690,6164,2.0,0,3,0,2002,0,98075,47.59901338,-121.97278109999999,2910,5000
688000,4,3.0,3400,292723,2.0,0,3,0,1998,0,98045,47.4883027,-121.72468810000001,1760,69696
275000,4,2.25,2670,10050,1.0,0,4,1250,1962,0,98032,47.3791933,-122.28032420000001,2190,10050
256500,3,2.0,1320,8568,1.0,0,3,0,1993,0,98042,47.39037749,-122.1639761,1600,8463
425000,3,1.0,1180,8400,1.0,0,3,0,1951,0,98125,47.70279337,-122.29488810000001,1740,7020
270000,3,2.5,1780,5015,2.0,0,3,0,2010,0,98042,47.33516974,-122.05213540000001,2010,5250
375000,3,2.5,1440,1102,3.0,0,3,0,2009,0,98103,47.69945386,-122.3458629,1440,1434
821000,3,2.75,2760,8476,1.0,0,4,1070,1967,0,98040,47.54019471,-122.2148541,2610,9835
402000,3,2.5,1970,12205,2.0,0,4,0,1990,0,98011,47.73973778,-122.2086452,2640,9636
600000,3,2.5,2630,77972,2.0,0,3,0,2004,0,98019,47.74499399,-121.9156142,2250,75794
518000,4,1.75,2560,15000,1.0,0,3,680,1974,0,98075,47.59516937,-122.0526838,2210,15150
285000,2,1.0,1050,3088,1.0,0,3,0,2005,0,98029,47.54712678,-121.996329,1890,2772
350000,1,1.0,900,6380,1.0,0,3,0,1947,0,98125,47.70193055,-122.3106129,1830,6380
500000,3,1.75,1220,7370,1.0,0,4,0,1964,0,98008,47.63338364,-122.1197561,1580,8213
550000,4,2.0,1540,5000,1.5,0,4,0,1913,0,98105,47.67125249,-122.3003689,1790,4000
530000,3,3.0,2450,211266,1.5,0,3,0,2004,0,98022,47.22153838,-122.06665509999999,2300,263492
734000,4,2.5,3490,18521,2.0,0,4,0,1990,0,98077,47.74061661,-122.07049340000002,2850,18521
600000,3,2.0,1460,2800,1.0,0,4,730,1921,0,98105,47.66997327,-122.2953239,1780,4560
415000,3,1.75,1770,10513,1.0,0,4,370,1982,0,98028,47.77263649,-122.26555459999999,2070,9968
258305,2,1.5,750,2964,1.0,0,5,0,1919,0,98118,47.55175139999999,-122.2772104,1350,3090
1260500,4,2.5,3730,16950,2.0,0,3,0,1990,0,98040,47.56781366,-122.22814620000001,3200,16950
615000,3,2.0,1860,42800,1.0,0,4,930,1983,0,98075,47.58980531,-122.0039254,1980,11250
399000,4,2.5,2480,4334,2.0,0,3,0,2012,0,98038,47.38255091,-122.0355305,2480,5632
875000,3,1.5,1820,12686,1.0,0,4,0,1952,0,98004,47.58861544,-122.19481770000002,3020,11550
725000,4,1.75,2000,3750,1.0,0,5,880,1950,0,98117,47.68161623,-122.37383100000001,1370,5000
790000,4,2.5,2560,12760,1.0,0,4,800,1949,0,98115,47.69465737,-122.3032659,1760,6384
955000,4,3.25,3720,6765,2.0,0,3,0,2012,0,98053,47.68795031,-122.01810649999999,3100,6790
359900,4,2.5,2600,5188,2.0,0,3,0,2005,0,98038,47.34510136,-122.0399517,2610,5188
540000,4,1.75,2260,19500,1.0,0,3,810,1971,0,98074,47.65547952,-122.08601589999999,2980,19500
490000,2,2.5,1230,1391,2.0,0,3,360,2004,0,98112,47.61920246,-122.3007101,1240,1350
825050,4,3.25,2860,3680,2.0,0,3,880,1925,1993,98115,47.67520069,-122.3003395,2010,3680
310000,3,2.5,1300,3612,2.0,0,3,0,2005,0,98118,47.53277619,-122.2819557,1390,2943
650500,4,1.75,2340,5940,1.0,0,3,1050,1953,0,98115,47.67891552,-122.2809807,1930,5940
799990,4,2.75,3110,6050,2.0,0,3,0,2014,0,98052,47.704956200000005,-122.126171,3590,6054
975000,5,2.5,3020,9648,1.0,0,4,1040,1977,0,98006,47.55863753,-122.1336337,2890,12598
661500,5,2.5,2500,7200,1.0,0,4,1010,1977,0,98052,47.69638155,-122.11994640000002,1960,8325
925000,5,5.5,5190,12637,2.0,0,3,0,2001,0,98065,47.54239115,-121.8717645,3840,12637
230000,2,1.0,870,7020,1.0,0,4,300,1942,0,98106,47.54041066,-122.3517693,1730,7020
729000,3,1.0,1580,3840,2.0,0,3,0,1908,0,98102,47.61921598,-122.3192654,1680,2624
436500,2,1.0,1260,5000,1.0,0,3,220,1951,0,98117,47.67820712,-122.3973504,1510,5000
710000,4,2.75,2940,4232,2.0,0,3,0,2004,0,98029,47.55292611,-121.98990069999999,2410,4000
765000,4,1.0,2520,5500,1.5,0,5,700,1912,0,98144,47.57854741,-122.2916088,2350,5000
541000,3,2.5,1790,4038,2.0,0,3,0,2005,0,98029,47.54986359,-121.9979034,1700,3365
395000,2,1.0,1100,3975,1.0,0,3,200,1950,0,98105,47.67013569,-122.28620929999998,1110,4280
353750,4,2.0,1710,7490,2.0,0,3,390,1956,0,98166,47.45443345,-122.3566794,1880,7704
515000,2,1.0,970,3300,1.0,0,4,0,1916,0,98103,47.66089293,-122.34332739999999,1060,3600
675000,4,3.5,3190,6875,2.0,0,3,1070,1999,0,98034,47.70823348,-122.22148490000002,2550,6875
329950,2,1.0,900,5220,1.0,0,4,0,1956,0,98146,47.51047456,-122.38749969999999,1480,6660
230000,3,1.0,1250,8800,1.0,0,3,0,1955,0,98146,47.49695715,-122.35721709999999,1480,8200
270000,3,1.5,1540,13475,1.0,0,4,0,1972,0,98059,47.47657204,-122.1534486,1550,13475
689888,4,2.25,1930,3500,1.5,0,5,390,1916,0,98122,47.61673309,-122.2895254,1800,5000
1800000,4,2.5,3320,8325,2.5,0,5,0,1905,0,98112,47.62631012,-122.31388770000001,3680,6050
235000,2,1.0,1020,7920,1.0,0,3,0,1939,0,98108,47.55577044,-122.3102832,1530,6900
359000,3,2.0,3085,7280,1.0,0,4,1525,1959,0,98056,47.49557759,-122.18087299999999,1480,7900
329000,3,2.75,1920,7700,1.0,0,4,600,1978,0,98023,47.32125445,-122.3779153,2040,8000
392400,5,2.5,2520,27951,1.5,0,3,630,1942,1970,98155,47.77327113,-122.31804,1830,14373
268500,3,2.25,1140,977,2.0,0,3,290,2008,0,98126,47.54386911,-122.3746345,1140,976
225000,3,2.0,2030,24829,1.0,0,4,810,1979,0,98001,47.27182367,-122.29072839999999,1980,15204
430000,2,1.0,950,6426,1.0,0,3,0,1949,0,98126,47.56526336,-122.37024509999999,1360,2550
455000,4,1.75,2050,94525,1.0,0,4,800,1959,0,98058,47.44916954,-122.0843327,2270,47480
529000,3,1.75,1500,7367,1.0,0,3,0,1974,0,98033,47.67224454,-122.16688500000001,1920,7579
325000,4,1.0,2410,6975,1.0,0,3,900,1957,0,98108,47.56916534,-122.29471979999998,1880,6255
905000,4,3.5,2970,14486,2.0,0,3,630,1997,0,98040,47.5626841,-122.215402,3680,14486
390000,3,2.0,1510,10827,2.0,0,3,0,1984,0,98052,47.65397692,-122.12742790000001,1900,10908
335000,3,1.75,1570,7500,1.0,0,3,270,1953,0,98146,47.49985396,-122.3682312,1590,7660
255000,3,2.5,1720,6200,2.0,0,3,0,2014,0,98022,47.2137123,-121.98891090000002,1710,9520
235000,3,1.0,1170,11100,1.0,0,4,0,1968,0,98059,47.49538511,-122.16397090000001,2080,8481
598950,3,2.5,1480,1531,3.0,0,3,0,2014,0,98107,47.66899154,-122.40191709999999,1530,1321
415000,2,1.0,1470,6000,1.0,0,3,570,1944,0,98199,47.65272628,-122.38570700000001,1670,6000
439000,3,2.25,1480,7565,1.0,0,3,260,1977,0,98034,47.7287945,-122.1910741,1660,7565
230000,3,1.0,1640,7187,1.0,0,3,0,1966,0,98058,47.45498957,-122.18186609999998,1340,8346
428000,3,2.5,2340,3466,2.0,0,3,0,2004,0,98065,47.53218189,-121.85079809999999,1970,3739
380500,3,1.0,1410,7854,1.0,0,4,0,1971,0,98034,47.73026847,-122.1923703,1460,7500
399000,3,2.5,1430,1250,3.0,0,3,0,2007,0,98103,47.69041745,-122.34202250000001,1360,1269
300000,4,2.5,2700,10814,1.0,0,4,1140,1966,0,98030,47.36898835,-122.17712309999999,2460,6310
170000,3,1.0,970,8710,1.0,0,4,0,1962,0,98198,47.41665145,-122.3021071,1280,11805
950000,7,3.5,3470,16264,2.0,0,4,0,1980,0,98007,47.62030153,-122.14929120000001,3040,13500
280000,3,1.75,1630,10001,1.0,0,4,530,1977,0,98042,47.36046664,-122.1200946,1630,10001
525000,4,2.0,2420,10735,1.5,0,3,0,1967,0,98052,47.68993318,-122.122459,1570,9540
620000,4,2.5,2730,9260,2.0,0,3,0,2008,0,98133,47.72223105,-122.3305321,2730,7357
353000,3,2.0,1678,13862,1.0,0,3,0,1994,0,98030,47.37442141,-122.18968799999999,1550,11753
557500,3,1.75,1900,11165,1.0,0,4,0,1959,0,98008,47.57894296,-122.11822,2030,11165
240000,3,2.0,1330,6000,1.0,0,4,700,1900,0,98108,47.52547196,-122.3270273,1140,6000
750000,3,2.25,2250,5301,2.0,0,4,740,1975,0,98115,47.67411732,-122.2714025,2240,7200
499950,3,1.0,1440,5580,1.5,0,3,0,1908,0,98115,47.68979509,-122.325978,2010,5580
851000,5,3.25,3760,9792,2.0,0,3,1210,1984,0,98006,47.56536703,-122.1150055,2960,16500
375000,6,2.0,1900,8057,1.0,0,4,730,1959,0,98133,47.7619814,-122.33467820000001,2090,8626
1910000,4,3.0,4460,6833,2.0,0,3,1320,1955,2007,98112,47.63423396,-122.288894,3130,7450
365000,4,1.0,1590,7085,1.5,0,3,0,1944,0,98125,47.73152555,-122.30541629999999,1320,7085
760000,4,2.25,3300,8365,3.0,0,3,0,2014,0,98126,47.53627564,-122.37703799999998,1290,8369
677500,5,1.0,2340,4730,2.0,0,3,530,1918,0,98116,47.58948283,-122.3852838,2100,4970
343500,4,1.75,1760,6204,1.0,0,4,580,1950,0,98178,47.50446249,-122.23962140000002,1990,6240
464000,4,2.5,2180,7203,2.0,0,4,0,1989,0,98059,47.51187994,-122.15115700000001,2350,7334
209000,3,1.0,920,5200,1.0,0,4,0,1969,0,98042,47.3647401,-122.081621,920,4875
615000,3,2.5,1490,1410,2.0,0,3,190,2008,0,98199,47.64781557,-122.38308590000001,1490,1715
705000,3,2.0,1460,6250,1.5,0,4,0,1912,0,98103,47.66928128,-122.33303470000001,1690,4750
475000,3,2.0,1230,11502,1.0,0,4,0,1984,0,98052,47.70174507,-122.12685970000001,1660,11727
785000,3,3.5,4500,21870,2.0,0,3,0,2004,0,98092,47.30427605,-122.1587613,4670,23058
870000,4,2.75,2840,4000,1.5,0,5,880,1912,0,98144,47.58457746,-122.290553,2750,4000
380000,4,2.5,2400,9398,1.0,0,4,1090,1958,0,98056,47.49517841,-122.1777173,1330,8249
255000,2,1.0,960,20954,1.0,0,3,0,1977,0,98045,47.44851494,-121.7738227,1240,9752
